ysn_046915,吉野家,ひたちなか店,36.39511995417484,140.5387848773155,312-0011,茨城県 ひたちなか市 中根３１６９－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046905,吉野家,６号線ひたちなか市毛店,36.4004724,140.50709,312-0033,茨城県 ひたちなか市 市毛９２２－１０,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046908,吉野家,１２４号線鹿嶋店,35.9634866,140.6418492,314-0031,茨城県 鹿嶋市 宮中１９７０－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046891,吉野家,ＴＸ守谷駅店,35.950451,139.992833,302-0115,茨城県 守谷市 中央３丁目２,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100
ysn_046892,吉野家,守谷美園店,35.924194,140.0003456,302-0124,茨城県 守谷市 美園４丁目１－６,700,0,700,0,700,0,700,0,700,0,700,0,700,0
ysn_046935,吉野家,３４９号線那珂菅谷店,36.451856,140.5013914,311-0110,茨城県 那珂市 竹ノ内１－５－１６,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046890,吉野家,２９４号線下館店,36.3102822,139.9675274,308-0054,茨城県 筑西市 西谷貝３３０,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046907,吉野家,１２４号線神栖店,35.893571,140.6532115,314-0144,茨城県 神栖市 大野原１丁目６－３,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046889,吉野家,谷和原インター店,35.98207,139.981406,300-2445,茨城県 つくばみらい市 小絹７２６－２,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046896,吉野家,荒川沖店,36.036153,140.1799751,300-0300,茨城県 稲敷郡 阿見町住吉２丁目２４－６,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046920,吉野家,カインズ宇都宮テクノ店,36.5673769,140.0000898,321-3226,栃木県 宇都宮市 ゆいの杜５丁目２６－５,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046882,吉野家,宇都宮競輪場通り店,36.5750548,139.8891615,320-0013,栃木県 宇都宮市 上大曽町３６１－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046968,吉野家,そば処吉野家 宇都宮今泉店,36.5691431,139.9160752,321-0968,栃木県 宇都宮市 中今泉５丁目３７－４,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046950,吉野家,宇都宮城東店,36.5482972,139.9021611,321-0935,栃木県 宇都宮市 城東１丁目１０－２６,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046969,吉野家,そば処吉野家 宇都宮宮の内店,36.5060203,139.8755655,321-0131,栃木県 宇都宮市 宮の内３丁目１７７－１,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysn_046887,吉野家,宇都宮パセオ店,36.55935,139.8982,321-0965,栃木県 宇都宮市 川向町１－２３,600,30,600,30,600,30,600,30,600,30,600,30,600,2300
ysn_046940,吉野家,宇都宮細谷町店,36.5879113,139.8549284,320-0074,栃木県 宇都宮市 細谷町３２６－４,0,0,0,0,0,0,0,0,0,0,0,0,0,0
