storeid,pre_name,city_name,brand,num
ysn_046733,北海道,札幌市,ysn,046733
ysn_046502,北海道,札幌市,ysn,046502
ysn_046507,北海道,札幌市,ysn,046507
ysn_046945,北海道,札幌市,ysn,046945
ysn_046947,北海道,札幌市,ysn,046947
ysn_046956,北海道,札幌市,ysn,046956
ysn_046943,北海道,札幌市,ysn,046943
ysn_046729,北海道,札幌市,ysn,046729
ysn_046721,北海道,札幌市,ysn,046721
ysn_046942,北海道,札幌市,ysn,046942
ysn_046949,北海道,札幌市,ysn,046949
ysn_046944,北海道,札幌市,ysn,046944
ysn_046503,北海道,札幌市,ysn,046503
ysn_046712,北海道,札幌市,ysn,046712
ysn_046948,北海道,函館市,ysn,046948
ysn_046725,北海道,旭川市,ysn,046725
ysn_046953,北海道,旭川市,ysn,046953
ysn_046727,北海道,帯広市,ysn,046727
ysn_046946,北海道,岩見沢市,ysn,046946
ysn_046743,北海道,苫小牧市,ysn,046743
ysn_046724,北海道,苫小牧市,ysn,046724
ysn_046730,北海道,千歳市,ysn,046730
ysn_046504,北海道,千歳市,ysn,046504
ysn_046736,北海道,釧路郡,ysn,046736
ysn_046803,青森県,青森市,ysn,046803
ysn_046805,青森県,青森市,ysn,046805
ysn_046965,青森県,弘前市,ysn,046965
ysn_046800,青森県,弘前市,ysn,046800
ysn_046931,青森県,八戸市,ysn,046931
ysn_046630,青森県,八戸市,ysn,046630
ysn_046802,青森県,五所川原市,ysn,046802
hnmr_046745,青森県,十和田市,hnmr,046745
ysn_046806,青森県,三沢市,ysn,046806
hnmr_046747,青森県,むつ市,hnmr,046747
ysn_046821,岩手県,盛岡市,ysn,046821
ysn_046819,岩手県,盛岡市,ysn,046819
ysn_046820,岩手県,盛岡市,ysn,046820
ysn_046964,岩手県,花巻市,ysn,046964
ysn_046917,岩手県,北上市,ysn,046917
ysn_046818,岩手県,一関市,ysn,046818
ysn_046929,岩手県,釜石市,ysn,046929
ysn_046817,岩手県,奥州市,ysn,046817
ysn_046627,宮城県,仙台市,ysn,046627
ysn_046921,宮城県,仙台市,ysn,046921
ysn_046828,宮城県,仙台市,ysn,046828
ysn_046829,宮城県,仙台市,ysn,046829
ysn_046825,宮城県,仙台市,ysn,046825
ysn_046831,宮城県,仙台市,ysn,046831
ysn_046613,宮城県,仙台市,ysn,046613
ysn_046611,宮城県,仙台市,ysn,046611
ysn_046838,宮城県,仙台市,ysn,046838
ysn_046960,宮城県,仙台市,ysn,046960
ysn_046625,宮城県,仙台市,ysn,046625
ysn_046837,宮城県,仙台市,ysn,046837
ysn_046835,宮城県,仙台市,ysn,046835
ysn_046832,宮城県,仙台市,ysn,046832
ysn_046841,宮城県,仙台市,ysn,046841
ysn_046833,宮城県,仙台市,ysn,046833
ysn_046834,宮城県,仙台市,ysn,046834
ysn_046961,宮城県,仙台市,ysn,046961
ysn_046621,宮城県,仙台市,ysn,046621
ysn_046827,宮城県,仙台市,ysn,046827
ysn_046826,宮城県,仙台市,ysn,046826
ysn_046631,宮城県,石巻市,ysn,046631
ysn_046926,宮城県,石巻市,ysn,046926
ysn_046824,宮城県,塩竈市,ysn,046824
ysn_046914,宮城県,気仙沼市,ysn,046914
ysn_046814,宮城県,気仙沼市,ysn,046814
ysn_046840,宮城県,白石市,ysn,046840
ysn_046632,宮城県,名取市,ysn,046632
ysn_046842,宮城県,名取市,ysn,046842
ysn_046951,宮城県,多賀城市,ysn,046951
ysn_046626,宮城県,岩沼市,ysn,046626
ysn_046815,宮城県,登米市,ysn,046815
ysn_046959,宮城県,大崎市,ysn,046959
ysn_046822,宮城県,大崎市,ysn,046822
ysn_046823,宮城県,富谷市,ysn,046823
ysn_046839,宮城県,柴田郡,ysn,046839
ysn_046836,宮城県,宮城郡,ysn,046836
ysn_046612,宮城県,黒川郡,ysn,046612
ysn_046938,秋田県,秋田市,ysn,046938
ysn_046963,秋田県,秋田市,ysn,046963
ysn_046939,秋田県,秋田市,ysn,046939
ysn_046807,秋田県,秋田市,ysn,046807
ysn_046812,秋田県,秋田市,ysn,046812
ysn_046810,秋田県,能代市,ysn,046810
ysn_046811,秋田県,横手市,ysn,046811
ysn_046911,秋田県,大館市,ysn,046911
ysn_046813,秋田県,由利本荘市,ysn,046813
ysn_046848,山形県,山形市,ysn,046848
ysn_046962,山形県,山形市,ysn,046962
ysn_046849,山形県,米沢市,ysn,046849
ysn_046809,山形県,鶴岡市,ysn,046809
ysn_046919,山形県,酒田市,ysn,046919
hnmr_046634,山形県,天童市,hnmr,046634
ysn_046846,福島県,福島市,ysn,046846
ysn_046845,福島県,福島市,ysn,046845
ysn_046629,福島県,福島市,ysn,046629
ysn_046843,福島県,福島市,ysn,046843
ysn_046851,福島県,会津若松市,ysn,046851
ysn_046855,福島県,会津若松市,ysn,046855
ysn_046854,福島県,郡山市,ysn,046854
ysn_046850,福島県,郡山市,ysn,046850
ysn_046958,福島県,郡山市,ysn,046958
ysn_046904,福島県,いわき市,ysn,046904
ysn_046903,福島県,いわき市,ysn,046903
ysn_046853,福島県,須賀川市,ysn,046853
ysn_046847,福島県,相馬市,ysn,046847
ysn_046844,福島県,伊達市,ysn,046844
ysn_046852,福島県,本宮市,ysn,046852
ysn_046633,福島県,西白河郡,ysn,046633
ysn_046901,茨城県,水戸市,ysn,046901
ysn_046916,茨城県,水戸市,ysn,046916
ysn_046902,茨城県,水戸市,ysn,046902
ysn_046933,茨城県,水戸市,ysn,046933
ysn_046934,茨城県,水戸市,ysn,046934
ysn_046909,茨城県,日立市,ysn,046909
ysn_046906,茨城県,日立市,ysn,046906
ysn_046910,茨城県,日立市,ysn,046910
ysn_046895,茨城県,土浦市,ysn,046895
ysn_046883,茨城県,古河市,ysn,046883
ysn_046899,茨城県,石岡市,ysn,046899
ysn_046893,茨城県,結城市,ysn,046893
hnmr_049894,茨城県,常陸太田市,hnmr,049894
ysn_046932,茨城県,笠間市,ysn,046932
ysn_046936,茨城県,牛久市,ysn,046936
ysn_046897,茨城県,つくば市,ysn,046897
ysn_046954,茨城県,つくば市,ysn,046954
ysn_046900,茨城県,つくば市,ysn,046900
ysn_046915,茨城県,ひたちなか市,ysn,046915
ysn_046905,茨城県,ひたちなか市,ysn,046905
ysn_046908,茨城県,鹿嶋市,ysn,046908
ysn_046891,茨城県,守谷市,ysn,046891
ysn_046892,茨城県,守谷市,ysn,046892
ysn_046935,茨城県,那珂市,ysn,046935
ysn_046890,茨城県,筑西市,ysn,046890
ysn_046907,茨城県,神栖市,ysn,046907
ysn_046889,茨城県,つくばみらい市,ysn,046889
ysn_046896,茨城県,稲敷郡,ysn,046896
ysn_046920,栃木県,宇都宮市,ysn,046920
ysn_046882,栃木県,宇都宮市,ysn,046882
ysn_046968,栃木県,宇都宮市,ysn,046968
ysn_046950,栃木県,宇都宮市,ysn,046950
ysn_046969,栃木県,宇都宮市,ysn,046969
ysn_046887,栃木県,宇都宮市,ysn,046887
ysn_046940,栃木県,宇都宮市,ysn,046940
ysn_046880,栃木県,宇都宮市,ysn,046880
ysn_046876,栃木県,足利市,ysn,046876
ysn_046966,栃木県,栃木市,ysn,046966
ysn_046877,栃木県,佐野市,ysn,046877
ysn_046871,栃木県,佐野市,ysn,046871
ysn_046885,栃木県,鹿沼市,ysn,046885
ysn_046912,栃木県,小山市,ysn,046912
ysn_046894,栃木県,小山市,ysn,046894
ysn_046924,栃木県,大田原市,ysn,046924
ysn_046881,栃木県,矢板市,ysn,046881
ysn_046886,栃木県,河内郡,ysn,046886
ysn_046967,栃木県,河内郡,ysn,046967
ysn_046865,群馬県,前橋市,ysn,046865
ysn_046923,群馬県,前橋市,ysn,046923
ysn_046913,群馬県,前橋市,ysn,046913
ysn_046864,群馬県,高崎市,ysn,046864
ysn_046866,群馬県,高崎市,ysn,046866
ysn_046868,群馬県,高崎市,ysn,046868
ysn_046971,群馬県,高崎市,ysn,046971
ysn_046918,群馬県,高崎市,ysn,046918
ysn_046970,群馬県,伊勢崎市,ysn,046970
ysn_046873,群馬県,太田市,ysn,046873
ysn_046874,群馬県,太田市,ysn,046874
ysn_046884,群馬県,館林市,ysn,046884
ysn_046867,群馬県,渋川市,ysn,046867
ysn_046955,群馬県,みどり市,ysn,046955
ysn_046870,群馬県,佐波郡,ysn,046870
ysn_046875,群馬県,邑楽郡,ysn,046875
ysn_049408,埼玉県,さいたま市,ysn,049408
ysn_049349,埼玉県,さいたま市,ysn,049349
ysn_049561,埼玉県,さいたま市,ysn,049561
ysn_049506,埼玉県,さいたま市,ysn,049506
ysn_049545,埼玉県,さいたま市,ysn,049545
ysn_049563,埼玉県,さいたま市,ysn,049563
ysn_049376,埼玉県,さいたま市,ysn,049376
ysn_049387,埼玉県,さいたま市,ysn,049387
ysn_049411,埼玉県,さいたま市,ysn,049411
ysn_049474,埼玉県,さいたま市,ysn,049474
ysn_049419,埼玉県,さいたま市,ysn,049419
ysn_049463,埼玉県,さいたま市,ysn,049463
ysn_049418,埼玉県,さいたま市,ysn,049418
ysn_049548,埼玉県,さいたま市,ysn,049548
ysn_049460,埼玉県,さいたま市,ysn,049460
ysn_049433,埼玉県,さいたま市,ysn,049433
ysn_049409,埼玉県,さいたま市,ysn,049409
ysn_049530,埼玉県,川越市,ysn,049530
ysn_049557,埼玉県,川越市,ysn,049557
ysn_049565,埼玉県,川越市,ysn,049565
ysn_049478,埼玉県,川越市,ysn,049478
ysn_049500,埼玉県,熊谷市,ysn,049500
ysn_049395,埼玉県,熊谷市,ysn,049395
ysn_049501,埼玉県,熊谷市,ysn,049501
ysn_049891,埼玉県,川口市,ysn,049891
ysn_049552,埼玉県,川口市,ysn,049552
ysn_049512,埼玉県,川口市,ysn,049512
ysn_049491,埼玉県,川口市,ysn,049491
ysn_049358,埼玉県,川口市,ysn,049358
ysn_049513,埼玉県,川口市,ysn,049513
ysn_049541,埼玉県,川口市,ysn,049541
ysn_049554,埼玉県,川口市,ysn,049554
ysn_049562,埼玉県,行田市,ysn,049562
ysn_049432,埼玉県,秩父市,ysn,049432
ysn_049338,埼玉県,所沢市,ysn,049338
ysn_049505,埼玉県,所沢市,ysn,049505
ysn_049448,埼玉県,所沢市,ysn,049448
ysn_049469,埼玉県,飯能市,ysn,049469
ysn_049564,埼玉県,本庄市,ysn,049564
ysn_049518,埼玉県,東松山市,ysn,049518
ysn_049555,埼玉県,春日部市,ysn,049555
ysn_049427,埼玉県,春日部市,ysn,049427
ysn_049361,埼玉県,春日部市,ysn,049361
ysn_049466,埼玉県,狭山市,ysn,049466
ysn_049550,埼玉県,羽生市,ysn,049550
ysn_049373,埼玉県,鴻巣市,ysn,049373
ysn_049471,埼玉県,深谷市,ysn,049471
ysn_049464,埼玉県,深谷市,ysn,049464
ysn_049352,埼玉県,上尾市,ysn,049352
ysn_049437,埼玉県,上尾市,ysn,049437
ysn_049558,埼玉県,草加市,ysn,049558
ysn_049465,埼玉県,草加市,ysn,049465
ysn_049547,埼玉県,草加市,ysn,049547
ysn_049553,埼玉県,草加市,ysn,049553
ysn_049436,埼玉県,越谷市,ysn,049436
ysn_049485,埼玉県,越谷市,ysn,049485
ysn_049499,埼玉県,越谷市,ysn,049499
ysn_049479,埼玉県,越谷市,ysn,049479
ysn_049369,埼玉県,越谷市,ysn,049369
ysn_049477,埼玉県,蕨市,ysn,049477
ysn_049549,埼玉県,戸田市,ysn,049549
ysn_049551,埼玉県,戸田市,ysn,049551
ysn_049881,埼玉県,戸田市,ysn,049881
ysn_049515,埼玉県,戸田市,ysn,049515
ysn_049354,埼玉県,戸田市,ysn,049354
ysn_049560,埼玉県,入間市,ysn,049560
ysn_049559,埼玉県,朝霞市,ysn,049559
ysn_049481,埼玉県,朝霞市,ysn,049481
ysn_049416,埼玉県,和光市,ysn,049416
ysn_049452,埼玉県,新座市,ysn,049452
ysn_049543,埼玉県,新座市,ysn,049543
ysn_061151,埼玉県,桶川市,ysn,061151
ysn_049424,埼玉県,久喜市,ysn,049424
ysn_049378,埼玉県,久喜市,ysn,049378
ysn_049480,埼玉県,久喜市,ysn,049480
ysn_049514,埼玉県,八潮市,ysn,049514
ysn_049556,埼玉県,富士見市,ysn,049556
ysn_049521,埼玉県,三郷市,ysn,049521
ysn_049546,埼玉県,三郷市,ysn,049546
ysn_049364,埼玉県,蓮田市,ysn,049364
ysn_049482,埼玉県,蓮田市,ysn,049482
ysn_049544,埼玉県,幸手市,ysn,049544
ysn_049542,埼玉県,鶴ヶ島市,ysn,049542
ysn_048427,千葉県,千葉市,ysn,048427
ysn_048437,千葉県,千葉市,ysn,048437
ysn_048389,千葉県,千葉市,ysn,048389
ysn_048414,千葉県,千葉市,ysn,048414
ysn_048411,千葉県,千葉市,ysn,048411
ysn_048406,千葉県,千葉市,ysn,048406
ysn_048374,千葉県,千葉市,ysn,048374
ysn_048418,千葉県,千葉市,ysn,048418
ysn_048454,千葉県,千葉市,ysn,048454
ysn_048391,千葉県,千葉市,ysn,048391
ysn_048439,千葉県,千葉市,ysn,048439
ysn_048449,千葉県,市川市,ysn,048449
ysn_048417,千葉県,市川市,ysn,048417
ysn_048448,千葉県,市川市,ysn,048448
ysn_048402,千葉県,市川市,ysn,048402
ysn_048405,千葉県,市川市,ysn,048405
ysn_048434,千葉県,市川市,ysn,048434
ysn_048421,千葉県,船橋市,ysn,048421
ysn_048429,千葉県,船橋市,ysn,048429
ysn_048401,千葉県,船橋市,ysn,048401
ysn_048447,千葉県,船橋市,ysn,048447
ysn_048436,千葉県,船橋市,ysn,048436
ysn_048435,千葉県,船橋市,ysn,048435
ysn_048879,千葉県,木更津市,ysn,048879
ysn_048441,千葉県,木更津市,ysn,048441
ysn_048425,千葉県,松戸市,ysn,048425
ysn_048422,千葉県,松戸市,ysn,048422
ysn_048395,千葉県,松戸市,ysn,048395
ysn_048443,千葉県,松戸市,ysn,048443
ysn_048353,千葉県,松戸市,ysn,048353
ysn_048444,千葉県,松戸市,ysn,048444
ysn_048385,千葉県,野田市,ysn,048385
ysn_048382,千葉県,野田市,ysn,048382
ysn_048452,千葉県,茂原市,ysn,048452
ysn_048407,千葉県,成田市,ysn,048407
ysn_048451,千葉県,成田市,ysn,048451
ysn_048450,千葉県,成田市,ysn,048450
ysn_048426,千葉県,佐倉市,ysn,048426
ysn_048455,千葉県,佐倉市,ysn,048455
ysn_048387,千葉県,東金市,ysn,048387
ysn_048424,千葉県,習志野市,ysn,048424
ysn_048408,千葉県,柏市,ysn,048408
ysn_048400,千葉県,柏市,ysn,048400
ysn_048393,千葉県,柏市,ysn,048393
ysn_048380,千葉県,柏市,ysn,048380
ysn_048432,千葉県,市原市,ysn,048432
ysn_048372,千葉県,市原市,ysn,048372
ysn_048390,千葉県,流山市,ysn,048390
ysn_048446,千葉県,流山市,ysn,048446
ysn_048410,千葉県,八千代市,ysn,048410
ysn_048404,千葉県,八千代市,ysn,048404
ysn_048453,千葉県,八千代市,ysn,048453
ysn_048388,千葉県,我孫子市,ysn,048388
ysn_048442,千葉県,鎌ケ谷市,ysn,048442
ysn_048440,千葉県,浦安市,ysn,048440
ysn_048386,千葉県,袖ケ浦市,ysn,048386
ysn_048445,千葉県,印西市,ysn,048445
ysn_048433,千葉県,富里市,ysn,048433
ysn_061321,東京都,千代田区,ysn,061321
ysn_061319,東京都,千代田区,ysn,061319
ysn_061457,東京都,千代田区,ysn,061457
ysn_041322,東京都,千代田区,ysn,041322
ysn_061349,東京都,千代田区,ysn,061349
ysn_061453,東京都,千代田区,ysn,061453
ysn_041492,東京都,千代田区,ysn,041492
ysn_061343,東京都,千代田区,ysn,061343
ysn_041351,東京都,千代田区,ysn,041351
ysn_041434,東京都,千代田区,ysn,041434
ysn_041462,東京都,千代田区,ysn,041462
ysn_061397,東京都,中央区,ysn,061397
ysn_041416,東京都,中央区,ysn,041416
ysn_061465,東京都,中央区,ysn,061465
ysn_061363,東京都,中央区,ysn,061363
ysn_061338,東京都,中央区,ysn,061338
ysn_041319,東京都,中央区,ysn,041319
ysn_041477,東京都,中央区,ysn,041477
ysn_061444,東京都,中央区,ysn,061444
ysn_061407,東京都,中央区,ysn,061407
ysn_041470,東京都,中央区,ysn,041470
ysn_061440,東京都,中央区,ysn,061440
ysn_061431,東京都,中央区,ysn,061431
ysn_041458,東京都,中央区,ysn,041458
ysn_041435,東京都,中央区,ysn,041435
ysn_041401,東京都,港区,ysn,041401
ysn_061329,東京都,港区,ysn,061329
ysn_061348,東京都,港区,ysn,061348
ysn_041418,東京都,港区,ysn,041418
ysn_041475,東京都,港区,ysn,041475
ysn_041488,東京都,港区,ysn,041488
ysn_061371,東京都,港区,ysn,061371
ysn_061336,東京都,港区,ysn,061336
ysn_061317,東京都,港区,ysn,061317
ysn_041478,東京都,港区,ysn,041478
ysn_041493,東京都,港区,ysn,041493
ysn_061341,東京都,港区,ysn,061341
ysn_061458,東京都,港区,ysn,061458
ysn_061337,東京都,新宿区,ysn,061337
ysn_041323,東京都,新宿区,ysn,041323
ysn_061409,東京都,新宿区,ysn,061409
ysn_061403,東京都,新宿区,ysn,061403
ysn_061415,東京都,新宿区,ysn,061415
ysn_061339,東京都,新宿区,ysn,061339
ysn_061366,東京都,新宿区,ysn,061366
ysn_061454,東京都,新宿区,ysn,061454
ysn_061464,東京都,新宿区,ysn,061464
ysn_041467,東京都,新宿区,ysn,041467
ysn_061459,東京都,文京区,ysn,061459
ysn_061441,東京都,文京区,ysn,061441
ysn_061358,東京都,台東区,ysn,061358
ysn_041399,東京都,台東区,ysn,041399
ysn_061438,東京都,台東区,ysn,061438
ysn_061340,東京都,台東区,ysn,061340
ysn_041426,東京都,台東区,ysn,041426
ysn_061356,東京都,台東区,ysn,061356
ysn_061362,東京都,台東区,ysn,061362
ysn_061324,東京都,台東区,ysn,061324
ysn_061446,東京都,台東区,ysn,061446
ysn_061420,東京都,墨田区,ysn,061420
ysn_061419,東京都,墨田区,ysn,061419
ysn_041345,東京都,墨田区,ysn,041345
ysn_061421,東京都,墨田区,ysn,061421
ysn_061434,東京都,墨田区,ysn,061434
ysn_041466,東京都,墨田区,ysn,041466
ysn_061378,東京都,江東区,ysn,061378
ysn_041362,東京都,江東区,ysn,041362
ysn_041420,東京都,江東区,ysn,041420
ysn_061433,東京都,江東区,ysn,061433
ysn_061428,東京都,江東区,ysn,061428
ysn_061370,東京都,江東区,ysn,061370
ysn_041391,東京都,江東区,ysn,041391
ysn_061452,東京都,江東区,ysn,061452
ysn_061427,東京都,江東区,ysn,061427
ysn_061414,東京都,江東区,ysn,061414
ysn_041317,東京都,品川区,ysn,041317
ysn_061312,東京都,品川区,ysn,061312
ysn_061395,東京都,品川区,ysn,061395
ysn_041498,東京都,品川区,ysn,041498
ysn_041437,東京都,品川区,ysn,041437
ysn_041441,東京都,目黒区,ysn,041441
ysn_061396,東京都,目黒区,ysn,061396
ysn_061404,東京都,目黒区,ysn,061404
ysn_061460,東京都,大田区,ysn,061460
ysn_041316,東京都,大田区,ysn,041316
ysn_061385,東京都,大田区,ysn,061385
ysn_041908,東京都,大田区,ysn,041908
ysn_041907,東京都,大田区,ysn,041907
ysn_061448,東京都,大田区,ysn,061448
ysn_041318,東京都,大田区,ysn,041318
ysn_041348,東京都,大田区,ysn,041348
ysn_061416,東京都,大田区,ysn,061416
